english,platforms,required_age,achievements,average_playtime,median_playtime,price,genres_count,owners_num,developer_num,publisher_num,timestamp,class
1,1,0,0,1134,1208,3.99,5,1,482,381,1283385600.0,1
1,2,0,0,127,180,7.19,8,2,948,567,1253059200.0,1
1,3,0,12,255,363,7.19,8,4,659,525,1287964800.0,1
1,1,0,0,21,21,3.99,4,1,1025,858,1166659200.0,1
1,1,0,0,78,96,4.99,5,4,179,858,1170374400.0,1
1,1,0,0,14,19,5.99,6,4,476,379,1177977600.0,1
1,1,0,0,70,102,0.0,7,7,1104,862,1319760000.0,1
1,1,0,0,90,90,15.99,5,4,189,174,1181606400.0,1
1,1,0,0,63,70,3.99,6,7,927,517,1173916800.0,1
1,1,0,0,201,302,3.99,7,7,927,517,1173916800.0,1
1,1,16,0,63,58,8.29,4,2,614,493,1173916800.0,1
1,1,16,0,20,25,4.99,4,2,99,842,1173916800.0,1
1,1,18,0,62,43,7.19,4,2,577,467,1173916800.0,1
1,1,16,0,24,31,4.99,4,7,615,842,1175126400.0,1
1,1,0,0,254,368,6.99,4,7,615,842,1175126400.0,1
1,1,16,0,714,725,4.99,5,7,284,842,1175126400.0,1
1,1,0,0,0,0,8.99,5,4,138,132,1172534400.0,1
1,1,0,0,4774,4774,25.99,6,1,812,943,1208304000.0,1
1,3,0,0,313,341,6.99,10,7,486,925,1241049600.0,1
1,2,0,0,165,253,5.99,5,7,434,13,1178236800.0,1
1,1,0,0,2235,2224,2.99,4,2,771,12,1220486400.0,1
1,1,0,0,0,0,3.99,7,4,130,6,1241568000.0,1
1,1,16,0,239,280,6.99,5,7,285,843,1181001600.0,1
1,1,0,0,209,209,4.99,7,4,576,842,1197504000.0,1
1,1,16,0,313,565,6.99,4,7,284,842,1227225600.0,1
1,1,0,0,132,132,6.99,6,4,394,842,1242172800.0,1
1,1,0,0,1636,218,2.49,5,2,1030,808,1192406400.0,1
1,2,0,0,108,108,5.99,4,2,433,12,1185235200.0,1
1,1,0,0,32,48,3.99,6,4,520,126,1186099200.0,1
1,1,0,0,362,394,0.0,6,4,1319,1024,1186099200.0,1
1,1,0,0,306,306,8.99,5,2,506,842,1317168000.0,1
1,1,0,709,12952,724,0.0,8,2,283,693,1308009600.0,1
1,1,0,0,645,1001,14.99,4,7,939,44,1244764800.0,1
1,1,18,38,411,411,8.99,5,6,1195,53,1329436800.0,0
1,2,0,10,91,97,4.79,7,1,469,371,1229558400.0,1
1,3,0,0,304,304,3.49,5,2,1207,202,1257984000.0,1
1,1,18,0,99,101,5.99,5,4,985,766,1199404800.0,1
1,1,18,0,316,316,5.99,4,7,971,766,1199404800.0,1
1,1,18,0,175,175,5.99,4,7,971,766,1199404800.0,1
1,1,0,0,337,404,6.99,4,4,83,858,1215561600.0,1
1,1,0,0,37,71,16.99,5,4,179,858,1219708800.0,1
1,3,0,0,446,256,6.99,5,7,1207,202,1257984000.0,1
1,3,0,0,197,119,6.99,4,2,1207,202,1245801600.0,1
1,1,0,0,413,417,6.99,5,7,240,202,1254960000.0,1
1,1,0,71,12,13,0.0,7,7,1214,942,1245196800.0,1
1,1,0,57,542,239,13.99,7,7,409,325,1236211200.0,1
1,1,0,0,414,496,8.99,6,4,409,325,1079481600.0,1
1,1,0,0,565,924,5.99,5,4,409,325,1205712000.0,1
1,1,0,0,67,41,5.99,5,7,409,325,1205712000.0,1
1,1,0,0,126,229,8.59,4,7,288,943,1207008000.0,1
1,1,0,0,28,28,4.29,4,4,1216,943,1207008000.0,1
1,1,0,0,22,22,8.59,4,4,1220,943,1251331200.0,1
1,1,0,0,1349,1936,8.59,6,7,1220,943,1208304000.0,1
1,1,0,0,355,448,4.29,4,4,1216,943,1210636800.0,1
1,1,0,0,396,396,8.59,4,4,833,943,1210636800.0,1
1,1,0,0,1812,1812,8.69,7,4,6,5,1213315200.0,1
1,1,0,0,387,217,1.99,5,5,855,669,1219881600.0,1
1,1,0,0,301,367,9.99,5,2,796,977,1234396800.0,1
1,2,0,0,9,10,1.69,5,4,973,623,1241136000.0,1
1,1,0,0,90,90,1.69,4,4,1061,832,1228089600.0,1
1,1,0,0,18,29,7.99,4,7,287,316,1221609600.0,1
1,1,0,0,916,1046,9.99,7,4,377,316,1229644800.0,1
1,3,0,247,117,197,0.0,15,7,854,668,1265932800.0,1
1,3,0,58,971,1184,6.99,14,4,497,472,1316995200.0,1
1,1,0,87,455,686,6.99,8,7,549,443,1228694400.0,1
1,3,0,30,17,22,6.99,7,4,178,159,1238630400.0,1
1,1,0,0,305,399,8.59,4,4,1220,943,1228867200.0,1
1,1,0,0,79,107,4.99,6,7,1261,880,1249430400.0,1
1,1,0,0,226,133,9.99,6,5,969,777,1239148800.0,1
1,3,16,73,186,249,14.99,7,2,970,779,1268265600.0,1
1,3,0,30,31,51,6.99,10,4,1026,698,1268611200.0,1
1,1,0,0,490,716,14.99,6,4,1196,977,1222646400.0,1
1,1,0,0,518,989,9.99,6,4,1131,977,1277424000.0,1
1,1,0,0,13,13,8.59,4,4,1148,943,1246492800.0,1
1,3,0,8,194,277,6.99,5,2,8,11,1223856000.0,1
1,1,0,0,415,597,7.99,7,2,1134,884,1225670400.0,1
1,3,0,0,188,189,0.0,9,4,468,370,1232668800.0,1
1,3,0,0,37,43,0.0,8,7,468,370,1236297600.0,1
1,1,0,22,307,307,6.99,7,4,27,31,1240272000.0,1
1,1,0,19,235,231,6.99,12,4,27,777,1315353600.0,1
1,3,0,61,327,420,14.99,10,7,1146,890,1282780800.0,1
1,1,0,13,7,7,6.99,7,4,1147,890,1275523200.0,1
1,1,0,0,291,425,7.99,4,2,532,517,1258070400.0,1
1,2,0,27,48,64,6.99,6,4,139,133,1229299200.0,1
1,1,0,0,1905,2286,9.99,4,7,375,316,1245974400.0,1
1,2,0,0,228,289,9.99,4,2,376,317,1279584000.0,1
1,1,0,0,646,693,9.99,4,7,378,316,1258070400.0,1
1,1,0,0,136,205,9.99,4,2,378,316,1254787200.0,1
1,1,0,0,0,0,9.99,5,4,378,316,1258070400.0,1
1,1,0,0,28,28,9.99,5,4,378,316,1254787200.0,1
1,1,0,0,339,456,9.99,5,4,1039,316,1254787200.0,1
1,3,0,0,777,1365,22.99,6,7,1286,995,1508112000.0,1
1,2,0,0,736,1065,9.99,6,4,880,691,1233705600.0,1
1,1,0,0,35,35,7.49,5,1,147,691,1233705600.0,1
1,2,0,0,809,1364,7.99,7,7,880,691,1249603200.0,1
1,2,0,0,356,368,4.99,5,4,4,5,1241136000.0,1
1,1,18,59,282,301,7.99,7,7,576,842,1282003200.0,1
1,2,0,0,120,160,0.99,9,4,397,315,1237420800.0,1
1,2,0,0,69,110,3.99,5,7,1150,893,1277942400.0,1
1,1,0,0,58,94,7.19,6,7,719,568,1247616000.0,1
1,1,0,0,141,221,4.79,8,2,719,568,1253059200.0,1
1,2,0,0,99,101,4.79,5,2,719,568,1253059200.0,1
1,2,0,0,195,175,15.49,6,2,720,567,1260835200.0,1
1,2,0,0,243,266,15.49,7,7,1197,569,1257984000.0,1
1,1,0,12,0,0,7.19,7,4,719,568,1278460800.0,1
1,1,0,0,249,365,15.49,6,2,86,568,1290470400.0,1
1,1,0,0,169,169,3.99,5,4,1027,807,1243382400.0,1
1,1,0,0,358,399,8.59,4,4,1219,943,1313539200.0,1
1,3,0,14,466,466,3.99,8,6,1300,1007,1275868800.0,1
1,1,0,0,752,1263,7.99,10,2,170,152,1246233600.0,1
1,1,16,0,267,214,9.99,4,7,852,777,1274918400.0,1
1,1,0,24,113,123,5.99,7,2,222,169,1277337600.0,1
1,1,0,0,27,53,7.99,4,4,576,842,1252886400.0,1
1,1,0,12,42,57,7.99,11,7,284,842,1285632000.0,1
1,1,16,0,16,14,7.99,6,7,3,125,1250640000.0,1
1,2,0,30,266,262,6.99,6,4,1106,864,1284681600.0,1
1,3,0,38,73,108,3.99,8,4,1212,941,1264636800.0,1
1,3,0,25,53,56,3.99,7,4,1212,941,1291334400.0,1
1,3,0,47,41,43,4.99,8,4,1212,941,1313020800.0,1
1,1,0,0,228,347,4.99,4,4,506,842,1301961600.0,1
1,1,0,0,754,1502,4.99,4,7,506,842,1124150400.0,1
1,1,0,0,1401,1652,8.99,5,7,894,880,1259712000.0,1
1,1,0,0,102,132,8.99,5,4,894,880,1263340800.0,1
1,1,0,0,1556,1590,8.99,4,4,988,880,1280275200.0,1
1,1,0,0,398,571,17.99,4,4,1066,880,1286755200.0,0
1,3,0,145,154,222,1.79,16,4,339,269,1251936000.0,1
1,1,0,0,994,650,7.99,5,7,894,261,1254441600.0,1
1,1,0,0,135,210,3.99,5,1,1148,261,1291075200.0,1
1,1,0,49,1278,1257,7.99,8,2,894,261,1335398400.0,1
1,3,0,322,248,338,6.99,10,4,72,76,1256083200.0,1
1,1,0,0,473,665,3.49,9,2,435,345,1382313600.0,1
1,1,0,0,247,183,7.49,9,2,435,345,1382313600.0,1
1,1,0,0,32,32,7.99,5,4,592,12,1030492800.0,1
1,1,0,35,277,271,10.99,11,2,279,266,1259020800.0,1
1,3,0,0,256,254,3.99,4,4,666,532,1256688000.0,1
1,3,0,52,333,657,0.0,10,4,827,653,1259884800.0,1
1,2,0,66,1108,1144,10.99,7,2,990,769,1256601600.0,1
1,1,16,81,112,128,7.99,9,7,428,339,1270684800.0,1
1,1,18,0,148,148,14.99,5,1,947,44,1277856000.0,1
1,3,0,22,176,176,3.99,9,1,78,79,1265155200.0,1
1,1,0,0,789,946,15.99,6,4,198,174,1261440000.0,1
1,1,18,50,1108,993,14.99,11,7,201,174,1285545600.0,1
1,1,0,0,879,879,12.99,7,1,188,174,1287100800.0,1
1,1,18,50,435,621,14.99,10,4,201,174,1318291200.0,1
1,2,0,0,293,387,9.99,6,7,773,610,1305763200.0,1
1,2,0,0,227,227,9.99,5,7,773,610,1305763200.0,1
1,3,0,0,506,758,0.0,8,7,435,345,1337904000.0,0
1,1,0,0,160,267,9.99,5,4,378,316,1268870400.0,0
1,1,0,0,133,166,14.99,5,2,398,316,1286841600.0,1
1,1,0,0,0,0,19.99,5,4,1039,316,1301529600.0,1
1,1,0,0,1520,1520,25.99,6,1,1225,943,1267401600.0,0
1,1,0,0,0,0,14.99,5,1,1234,691,1282867200.0,0
1,3,0,41,72,101,6.99,8,4,155,142,1300060800.0,1
1,1,18,58,307,436,14.99,10,2,1260,880,1307577600.0,1
1,1,0,48,1024,1024,14.99,8,4,358,880,1290729600.0,1
1,3,0,0,1177,1177,4.99,4,4,977,757,1283385600.0,1
1,3,0,60,185,244,14.99,8,4,258,880,1328659200.0,1
1,3,0,29,11,11,7.99,7,7,413,328,1329868800.0,1
1,1,0,14,1595,1595,8.59,10,4,202,943,1316563200.0,1
1,2,0,26,149,202,6.99,10,7,488,385,1298851200.0,1
1,1,0,110,292,365,7.19,9,7,347,6,1298505600.0,1
1,1,0,0,409,412,0.0,5,4,894,880,984614400.0,1
1,1,16,0,28,39,3.49,4,2,170,152,1312761600.0,1
1,1,0,38,689,1285,10.99,11,7,1146,890,1317168000.0,1
1,1,0,12,17,22,5.59,5,4,1000,777,1299196800.0,1
1,1,0,0,0,0,7.99,5,1,743,691,1302220800.0,1
1,2,0,65,85,158,4.25,6,4,912,712,1291680000.0,1
1,3,0,15,97,97,6.99,8,4,637,971,1319587200.0,1
1,3,0,42,200,181,7.99,10,7,2,4,1302220800.0,1
1,2,0,100,153,166,7.19,14,2,245,207,1302825600.0,1
1,1,0,51,193,193,6.99,9,4,1091,648,1300320000.0,1
1,1,16,13,106,180,3.99,9,4,317,250,1304899200.0,1
1,1,0,26,180,205,0.79,9,4,511,399,1305504000.0,1
1,3,0,20,177,143,6.99,9,7,1297,1004,1299024000.0,1
1,2,0,42,79,100,6.99,12,7,431,343,1307491200.0,1
1,2,0,0,68,68,2.79,7,1,233,908,1336694400.0,1
1,3,0,10,255,284,8.99,14,4,1062,835,1401062400.0,1
1,3,0,0,284,303,3.99,8,5,247,209,1303430400.0,1
1,3,0,25,229,402,6.99,8,4,802,631,1308268800.0,1
1,1,0,25,1070,1903,6.99,12,4,1081,994,1340150400.0,1
1,3,0,16,183,227,18.99,9,7,790,626,1306368000.0,1
1,1,0,17,148,148,4.99,11,4,1028,612,1335484800.0,1
1,1,0,115,158,275,9.99,9,7,448,406,1342051200.0,1
1,3,0,124,800,1302,3.49,11,7,507,397,1310515200.0,1
1,1,0,16,18,28,9.99,10,7,99,777,1319587200.0,1
1,2,0,220,107,214,0.0,11,4,523,416,1314748800.0,1
1,3,18,20,297,256,7.19,11,7,659,525,1328572800.0,1
1,1,0,0,140,147,1.59,5,7,134,128,1304640000.0,1
1,2,0,28,101,186,7.99,5,4,307,243,1355184000.0,1
1,3,0,48,225,282,6.99,10,7,781,619,1313366400.0,1
1,1,0,0,30,26,0.0,5,7,1301,1008,1310515200.0,1
1,1,0,0,351,388,0.0,6,7,1301,1008,1310515200.0,1
1,1,0,54,11,11,3.99,11,1,1078,844,1321401600.0,1
1,3,0,83,607,607,6.99,13,4,326,258,1337817600.0,1
1,3,0,21,219,227,6.99,9,4,355,283,1318550400.0,1
1,3,0,21,238,238,6.99,5,4,355,283,1330992000.0,1
1,3,0,12,613,534,18.99,11,4,298,236,1477958400.0,1
1,1,0,25,162,220,6.99,10,4,48,842,1340236800.0,1
1,1,0,34,445,259,10.99,12,2,1146,890,1349827200.0,1
1,1,0,0,548,604,0.0,5,7,324,257,1323216000.0,1
1,1,0,46,19,19,6.99,7,4,1141,858,1323734400.0,0
1,1,0,20,247,281,3.99,8,7,172,759,1330041600.0,1
1,1,0,0,13,17,14.99,5,7,1087,849,1322784000.0,1
1,1,0,0,115,136,18.99,6,7,606,691,1336435200.0,1
1,2,0,36,290,566,26.99,7,4,307,243,1340323200.0,1
1,1,0,0,494,555,6.99,4,7,704,612,1324252800.0,1
1,3,0,14,73,65,4.99,6,7,203,177,1334534400.0,1
1,3,0,65,125,160,0.79,11,7,386,307,1332201600.0,1
1,3,0,20,129,123,6.99,9,7,1213,905,1361491200.0,1
1,2,0,36,2974,2974,11.39,9,4,982,763,1394064000.0,1
1,3,0,20,540,629,10.99,12,4,1247,960,1415664000.0,1
1,2,0,0,29,29,8.99,4,4,1089,851,1417478400.0,1
1,1,12,12,188,146,9.99,8,2,75,777,1349222400.0,1
1,1,0,32,1,1,14.99,8,4,471,373,1348099200.0,1
1,3,0,53,207,197,6.99,10,7,146,137,1340064000.0,1
1,1,0,30,207,136,5.59,5,2,158,777,1348012800.0,1
1,2,0,0,557,804,0.0,7,7,1084,846,1340582400.0,1
1,2,0,7,218,249,6.99,8,4,157,144,1339459200.0,1
1,3,0,40,314,362,10.99,8,7,60,63,1334102400.0,1
1,1,0,46,826,1234,12.99,11,4,825,996,1338422400.0,1
1,1,0,0,266,497,8.59,8,4,1215,946,1332979200.0,1
1,2,0,53,16,20,7.99,7,4,63,66,1336348800.0,1
1,3,0,31,321,321,6.19,6,4,403,321,1344211200.0,1
1,1,18,65,644,985,14.99,8,7,1319,125,1350518400.0,1
1,1,0,49,1623,2887,14.99,10,4,239,202,1348012800.0,1
1,2,0,60,209,281,10.99,7,4,532,517,1359590400.0,1
1,2,16,35,105,105,6.99,12,4,487,384,1334880000.0,1
1,1,0,50,1042,1421,10.99,6,4,294,357,1339027200.0,1
1,3,0,30,716,716,10.99,12,4,56,60,1422921600.0,1
1,1,0,0,237,237,22.99,7,1,1037,175,1337299200.0,1
1,1,0,0,136,196,22.99,8,1,200,176,1336694400.0,1
1,3,0,14,167,167,7.19,6,1,714,564,1335484800.0,1
1,3,0,27,57,77,14.99,15,4,171,153,1358899200.0,1
1,2,0,11,199,229,14.99,11,2,319,252,1348790400.0,1
1,2,16,0,93,128,11.39,9,7,627,870,1335139200.0,1
1,1,18,50,43,24,9.99,6,2,270,777,1350432000.0,0
1,3,0,150,300,390,6.99,10,4,1072,841,1346198400.0,1
1,3,0,13,69,83,3.99,9,4,1045,822,1339545600.0,1
1,1,0,0,230,325,4.99,6,7,711,842,1337644800.0,1
1,1,0,92,361,361,5.59,8,4,439,1019,1345507200.0,1
1,1,0,12,98,99,6.99,8,1,930,725,1343088000.0,1
1,1,0,0,48,48,0.0,6,7,229,984,1347494400.0,1
1,1,0,0,229,325,12.49,5,4,1222,943,1340755200.0,1
1,1,0,0,988,1031,14.99,7,4,1131,978,1340323200.0,1
1,2,0,29,30,49,0.0,5,7,915,936,1350518400.0,1
1,1,0,38,1149,1600,6.99,13,7,1081,994,1372204800.0,1
1,1,0,0,39,59,4.79,4,7,683,545,1341446400.0,1
1,1,18,0,408,408,12.49,6,4,1217,943,1346889600.0,1
1,2,0,35,239,248,5.59,17,4,1112,869,1344902400.0,1
1,1,0,50,159,226,5.59,9,1,385,664,1350432000.0,1
1,2,0,0,0,0,3.99,6,1,155,142,1345420800.0,1
1,1,0,82,0,0,11.99,12,1,1007,5,1381968000.0,1
1,1,0,35,254,462,6.99,11,4,864,585,1348704000.0,1
1,3,0,107,189,174,17.99,14,7,1161,880,1351641600.0,1
1,2,0,14,85,143,6.49,7,4,53,58,1347321600.0,1
1,3,0,0,62,62,17.99,4,4,646,880,1343692800.0,1
1,3,0,29,92,151,3.99,13,4,946,755,1350259200.0,1
1,2,0,12,21,21,1.99,7,4,127,120,1346371200.0,1
1,1,0,19,156,190,10.99,10,4,27,777,1367280000.0,1
1,1,0,0,194,283,0.0,14,7,811,322,1517875200.0,1
1,1,0,22,342,342,11.99,5,4,294,357,1349913600.0,1
1,1,0,45,143,74,10.99,7,4,293,357,1349913600.0,1
1,1,18,80,280,343,10.99,13,4,1040,73,1375228800.0,1
1,1,0,0,246,470,10.99,7,7,1146,890,1363651200.0,1
1,3,0,35,269,269,7.99,7,4,367,517,1365724800.0,1
1,1,0,0,148,135,0.0,6,7,476,379,1361491200.0,1
1,1,0,49,317,355,14.99,7,4,191,169,1379980800.0,1
1,3,0,26,57,90,10.99,8,7,488,385,1361836800.0,1
1,3,0,30,899,1365,10.99,11,4,693,553,1351555200.0,1
1,2,0,12,61,65,6.99,7,7,776,615,1351641600.0,1
1,3,16,26,348,403,14.99,14,4,1203,934,1395705600.0,1
1,3,0,0,36,48,6.99,8,4,384,940,1359504000.0,1
1,1,0,0,2511,70,14.99,4,7,683,546,1351468800.0,1
1,3,0,64,384,378,0.0,15,4,1194,929,1383609600.0,1
1,3,0,29,170,268,15.99,8,4,307,243,1350345600.0,1
1,3,0,0,303,327,5.99,5,4,1036,814,1357689600.0,1
1,1,0,0,501,508,16.99,6,4,963,943,1363824000.0,1
1,2,0,16,705,1357,11.39,10,7,512,401,1381276800.0,1
1,1,0,0,0,0,22.99,6,1,1306,472,1366934400.0,0
1,1,0,0,405,465,52.99,7,7,643,263,1355097600.0,1
1,3,0,34,227,418,15.99,8,4,307,243,1352160000.0,1
1,1,0,103,338,233,6.99,13,4,418,333,1350432000.0,1
1,2,0,0,136,166,2.99,9,4,1057,830,1348531200.0,1
1,2,0,0,2365,4713,9.99,7,1,1290,782,1352246400.0,0
1,1,0,65,3601,3601,10.99,17,1,549,23,1411430400.0,1
1,3,0,27,217,217,9.99,8,4,355,283,1358899200.0,1
1,1,0,12,0,0,10.99,9,1,1005,784,1418688000.0,1
1,3,0,123,1293,195,6.99,7,7,35,37,1368662400.0,1
1,3,0,0,1069,1254,14.99,8,7,413,328,1369785600.0,1
1,1,0,46,451,451,14.99,11,7,1003,784,1379030400.0,1
1,1,0,30,117,85,1.99,8,4,193,170,1354838400.0,1
1,1,0,25,177,217,10.99,11,7,145,429,1350864000.0,1
1,1,0,71,0,0,10.99,7,3,149,53,1354320000.0,1
1,1,0,17,124,124,9.99,11,1,825,996,1360800000.0,1
1,3,0,0,880,880,18.99,7,4,516,405,1402876800.0,1
1,1,0,22,91,91,8.49,9,4,251,357,1384473600.0,1
1,3,0,0,261,261,10.99,8,4,981,762,1456185600.0,1
1,1,0,46,564,943,4.99,11,1,757,48,1361145600.0,1
1,1,16,0,77,128,4.99,4,4,284,842,1354752000.0,1
1,1,12,0,25,29,4.99,4,7,256,842,1354060800.0,1
1,3,0,20,124,152,6.99,9,4,510,266,1373241600.0,1
1,1,0,25,319,390,10.99,12,4,871,681,1399507200.0,1
1,3,0,51,157,207,14.99,10,7,248,691,1364860800.0,1
1,3,0,26,413,370,0.0,17,4,925,723,1399420800.0,1
1,1,0,0,69,100,10.99,4,7,82,261,1356048000.0,1
1,1,0,49,1508,1508,19.99,11,1,238,202,1413417600.0,1
1,3,0,35,0,0,11.99,9,1,928,724,1383782400.0,1
1,1,0,50,155,155,19.99,9,4,1061,174,1377475200.0,1
1,3,0,14,180,207,6.99,10,4,938,731,1363564800.0,1
1,1,0,29,234,394,6.99,7,1,1288,971,1354665600.0,1
1,3,0,10,158,158,10.99,7,4,784,621,1366243200.0,1
1,1,0,26,365,450,10.99,10,4,956,740,1362009600.0,1
1,3,0,0,33,33,14.99,7,1,113,109,1416528000.0,0
1,3,0,17,229,229,6.99,9,4,1180,919,1355356800.0,1
1,1,0,33,203,305,0.0,9,4,80,81,1365120000.0,1
1,3,0,14,333,414,3.99,9,1,395,314,1358208000.0,1
1,1,0,12,147,147,9.99,8,1,1001,778,1378252800.0,1
1,1,0,39,27,34,7.99,15,1,280,266,1398816000.0,1
1,1,0,0,1475,465,0.0,10,7,969,777,1157932800.0,1
1,1,0,54,1610,2874,19.49,9,4,1087,849,1369180800.0,1
1,3,0,129,569,703,14.99,12,7,120,115,1358294400.0,1
1,3,0,40,15,28,10.99,8,1,356,283,1492473600.0,1
1,1,0,0,3793,5675,16.99,10,1,812,943,1361923200.0,1
1,1,0,109,297,297,11.39,7,1,617,496,1444780800.0,1
1,3,0,141,471,581,22.99,16,4,175,156,1427932800.0,1
1,3,0,33,494,494,10.99,11,1,763,602,1472083200.0,1
1,3,0,64,583,875,10.99,11,4,809,33,1365984000.0,1
1,2,0,17,96,112,16.99,7,4,307,243,1369699200.0,1
1,1,16,16,184,184,6.99,10,6,1308,1014,1398729600.0,0
1,3,0,15,99,101,6.99,12,4,1177,915,1375747200.0,1
1,1,0,0,19,28,7.49,5,4,450,357,1360108800.0,1
1,3,0,0,0,0,18.99,6,4,205,179,1361491200.0,1
1,2,0,50,0,0,17.99,11,1,1161,880,1384473600.0,1
1,3,0,42,709,1175,7.99,6,4,125,691,1371513600.0,1
1,2,0,0,315,426,3.99,6,2,998,775,1362700800.0,1
1,1,0,56,272,273,14.99,9,2,1048,826,1366329600.0,1
1,1,0,14,346,346,11.99,8,4,1067,357,1366934400.0,1
1,3,18,27,137,180,1.49,8,4,992,770,1363824000.0,1
1,1,0,0,6516,9562,8.59,10,7,812,943,1371686400.0,1
1,3,0,12,260,347,6.99,10,4,1259,266,1395100800.0,1
1,3,0,11,0,0,3.99,9,1,707,573,1366761600.0,1
1,3,0,13,102,102,6.99,7,1,410,899,1365033600.0,1
1,3,0,31,887,1307,19.49,19,1,967,748,1537228800.0,1
1,3,0,28,203,298,3.99,10,4,1166,902,1363651200.0,1
1,3,0,14,533,486,18.99,13,7,1146,890,1376524800.0,1
1,1,16,47,706,908,19.99,7,4,760,528,1377561600.0,1
1,3,0,0,77,112,3.99,5,7,1286,995,1367193600.0,1
1,3,0,41,101,173,26.99,11,6,307,243,1502755200.0,1
1,1,0,0,0,0,0.0,8,4,334,237,1386201600.0,1
1,3,0,39,117,126,8.99,9,7,1156,691,1374624000.0,1
1,2,0,6,128,128,6.99,9,1,1015,67,1363910400.0,1
1,3,0,20,218,262,3.99,6,4,1170,907,1366848000.0,1
1,1,0,30,324,418,11.99,10,7,357,174,1392768000.0,1
1,2,0,27,121,143,3.99,9,1,245,207,1368057600.0,1
1,1,0,0,28,33,0.0,10,7,833,655,1396224000.0,1
1,2,0,75,221,221,7.19,8,6,833,655,1496361600.0,1
1,1,0,0,19,19,0.0,9,4,833,655,1386633600.0,1
1,3,0,14,507,507,10.99,7,4,373,297,1432598400.0,1
1,1,0,52,326,292,26.99,10,7,705,472,1411689600.0,1
1,2,0,31,1433,1433,14.99,10,4,294,357,1442880000.0,1
1,3,0,60,0,0,17.99,8,1,708,880,1369872000.0,1
1,1,0,20,240,313,11.99,11,4,1271,174,1376352000.0,1
1,1,0,19,157,186,3.99,9,1,458,794,1379635200.0,1
1,3,0,59,335,335,18.99,9,4,960,743,1500595200.0,1
1,1,0,50,272,272,10.99,11,1,583,400,1391472000.0,1
1,2,0,0,256,404,6.99,7,7,620,652,1368144000.0,1
1,1,0,24,0,0,10.99,10,4,536,756,1442448000.0,0
1,2,0,300,6,6,0.0,8,7,426,337,1383523200.0,1
1,2,0,0,274,274,20.99,4,1,1216,943,1390435200.0,1
1,1,12,18,138,138,10.99,8,4,1074,842,1401148800.0,1
1,1,16,56,732,732,24.99,7,4,759,528,1393286400.0,1
1,3,0,53,63,76,6.99,12,4,1193,928,1400630400.0,1
1,3,0,32,132,171,3.99,10,1,579,469,1372809600.0,1
1,1,0,12,1264,1264,14.99,8,6,359,284,1417651200.0,1
1,1,0,0,2218,1617,0.0,11,2,878,666,1385337600.0,1
1,3,0,22,102,150,7.19,14,4,492,924,1404691200.0,1
1,1,0,25,464,464,19.99,8,1,471,357,1411948800.0,1
1,3,0,15,266,378,7.19,9,1,724,571,1374537600.0,1
1,1,0,46,950,1522,6.99,12,1,1303,1010,1375056000.0,1
1,1,0,81,103,178,10.99,13,1,416,756,1376006400.0,0
